start_station_name,start_station_id,avg_lat,avg_lng,total_trips,member_trips,casual_trips,peak_departures,peak_net_outflow,peak_outflow_rate,total_rebalancing_needed,rebalancing_cost
Wakeman Pl & Ridge Blvd,2932.03,40.639421,-74.026823,1605,1079,526,190.0,169.0,0.8894736842105263,792.0,1663.2
Linden Blvd & Nostrand Ave,3359.03,40.65272,-73.94994,1602,1119,483,162.0,103.0,0.6358024691358025,955.0,2005.5
19 St & 8 Ave,3547.04,40.658489,-73.985543,1601,1384,217,337.0,260.0,0.771513353115727,1163.0,2442.3
W 190 St & Broadway,8474.02,40.85648733523576,-73.93296986818314,1599,1214,385,199.0,171.0,0.8592964824120602,980.0,2058.0
W 230 St & Marble Hill Ave,8806.01,40.87807,-73.90796,1599,1269,330,241.0,116.0,0.48132780082987553,828.0,1738.8000000000002
Audubon Ave & W 192 St,8469.05,40.85589030603889,-73.92708241939545,1594,1249,345,73.0,-11.0,-0.1506849315068493,1017.0,2135.7000000000003
31 Pl & Hunters Point Ave,6033.01,40.74021356884924,-73.93537044525146,1593,1386,207,48.0,-38.0,-0.7916666666666666,1283.0,2694.3
Skillman Ave & Honeywell St,6334.03,40.7471482490328,-73.92902433872223,1587,1408,179,243.0,-19.0,-0.07818930041152264,879.0,1845.9
72 St & 31 Ave,6686.07,40.7584,-73.89531,1586,1225,361,271.0,147.0,0.5424354243542435,957.0,2009.7
Park Ave & E Tremont Ave,8335.02,40.84731,-73.89981,1585,1328,257,185.0,84.0,0.4540540540540541,849.0,1782.9
E 19 St & Beverley Rd,3148.09,40.64483,-73.9613,1578,1281,297,205.0,158.0,0.7707317073170732,971.0,2039.1000000000001
E 163 St & Tiffany St,7927.08,40.821075,-73.895069,1577,1232,345,188.0,98.0,0.5212765957446809,969.0,2034.9
Stratford Rd & Beverley Rd,3113.10,40.64378,-73.96867,1574,1330,244,319.0,220.0,0.6896551724137931,884.0,1856.4
55 Dr & Maurice Ave,5579.04,40.7261,-73.90917,1572,1212,360,61.0,36.0,0.5901639344262295,936.0,1965.6000000000001
Nagle Ave & Ellwood St,8528.05,40.86012,-73.928489,1569,1298,271,237.0,160.0,0.6751054852320675,894.0,1877.4
Fort Washington Ave & W 190 St,8496.01,40.856906,-73.935662,1568,1354,214,286.0,221.0,0.7727272727272727,1029.0,2160.9
Lee Ave & Taylor St,5053.01,40.706732,-73.961241,1563,1162,401,188.0,82.0,0.43617021276595747,1013.0,2127.3
Rugby Rd & Beverley Rd,3113.06,40.64435,-73.96591,1558,1250,308,290.0,183.0,0.6310344827586207,897.0,1883.7
W 204 St & Vermilyea Ave,8632.07,40.866141,-73.922648,1555,1219,336,169.0,91.0,0.5384615384615384,902.0,1894.2
Borden Ave & Review Ave,6001.01,40.73866345465306,-73.94093804061413,1553,1281,272,120.0,-48.0,-0.4,1145.0,2404.5
Melrose Ave & E 154 St,7918.12,40.819609,-73.916071,1547,1269,278,184.0,125.0,0.6793478260869565,833.0,1749.3000000000002
W Fordham Rd & Loring Pl N,8590.01,40.86295,-73.90741,1542,1048,494,186.0,166.0,0.8924731182795699,942.0,1978.2
20 Ave & 48 St,7066.01,40.772899,-73.896849,1541,1278,263,128.0,78.0,0.609375,894.0,1877.4
Arthur Ave & E 183 St,8430.03,40.85307,-73.88953,1538,1222,316,246.0,171.0,0.6951219512195121,1001.0,2102.1
Empire Blvd & New York Ave,3728.04,40.66403,-73.94769,1538,1259,279,404.0,275.0,0.6806930693069307,857.0,1799.7
6 Ave & W 34 St,6364.1,40.74964,-73.98805,1534,1258,276,5421.0,234.0,0.04316546762589928,12831.0,26945.100000000002
Broadway & Ellwood St,8547.04,40.862058,-73.929719,1531,1162,369,93.0,78.0,0.8387096774193549,851.0,1787.1000000000001
76 St & 45 Ave,6099.02,40.7411,-73.88837,1529,1186,343,226.0,193.0,0.8539823008849557,982.0,2062.2000000000003
Rutland Rd & Brooklyn Ave,3576.1,40.65969,-73.94517,1527,1213,314,222.0,112.0,0.5045045045045045,853.0,1791.3000000000002
E 156 St & Courtlandt Ave,7940.04,40.82123860172,-73.9173299074173,1524,1296,228,258.0,71.0,0.2751937984496124,856.0,1797.6000000000001
Wales Ave & E 147 St,7751.05,40.811314,-73.907729,1524,1205,319,203.0,-49.0,-0.2413793103448276,876.0,1839.6000000000001
Lafayette Ave & Hunts Point Ave,7883.06,40.816567,-73.888161,1524,1137,387,218.0,123.0,0.5642201834862385,972.0,2041.2
Union Ave & E 169 St,8064.03,40.82995,-73.898802,1521,1182,339,267.0,173.0,0.6479400749063671,939.0,1971.9
92 St & 35 Ave,6509.07,40.7529,-73.87536,1521,1190,331,337.0,271.0,0.8041543026706232,1071.0,2249.1
Grand Concourse & E 192 St,8601.04,40.86448,-73.89522,1517,1036,481,93.0,62.0,0.6666666666666666,857.0,1799.7
79 St & Woodside Ave,6174.03,40.74364,-73.88622,1513,1207,306,101.0,80.0,0.7920792079207921,930.0,1953.0
49 St & 25 Ave,6804.01,40.764496,-73.904632,1513,1302,211,201.0,12.0,0.05970149253731343,1055.0,2215.5
21 St & 38 Ave,6656.05,40.7576314,-73.9391224,1512,1130,382,105.0,57.0,0.5428571428571428,949.0,1992.9
E New York Ave & Troy Ave,3680.04,40.66227,-73.93762,1509,1362,147,210.0,107.0,0.5095238095238095,802.0,1684.2
Verveelen Pl & Broadway,8790.08,40.87826,-73.90508,1506,1198,308,137.0,80.0,0.583941605839416,880.0,1848.0
65 Pl & 53 Ave,5764.02,40.73145,-73.90022,1504,1073,431,343.0,309.0,0.9008746355685131,1009.0,2118.9
University Ave & Macombs Rd,8344.09,40.8496401,-73.9161206,1501,1237,264,235.0,107.0,0.4553191489361702,879.0,1845.9
W 140 St & Riverside Dr,7981.27,40.824013,-73.954743,1487,1284,203,254.0,217.0,0.8543307086614174,959.0,2013.9
W 160 St & Riverside Dr,8176.01,40.83719,-73.9466,1482,1228,254,267.0,229.0,0.8576779026217228,1007.0,2114.7000000000003
74 St & Woodside Ave,6216.01,40.74325,-73.89079,1482,1179,303,78.0,49.0,0.6282051282051282,916.0,1923.6000000000001
36 St & 47 Ave,6143.01,40.74221834996096,-73.92935156822205,1482,1365,117,76.0,-65.0,-0.8552631578947368,1008.0,2116.8
20 Ave & 31 St,7256.01,40.78001336610564,-73.90667617321014,1477,1222,255,143.0,27.0,0.1888111888111888,904.0,1898.4
Matthews Ct & Coney Island Ave,3034.02,40.64235,-73.96951,1477,1204,273,191.0,152.0,0.7958115183246073,852.0,1789.2
65 St & Roosevelt Ave,6267.08,40.74589,-73.89915,1471,1136,335,77.0,53.0,0.6883116883116883,992.0,2083.2000000000003
96 St & Northern Blvd,6660.07,40.75712,-73.8722,1469,1085,384,157.0,129.0,0.821656050955414,940.0,1974.0
Grand Ave & Remsen Pl,5570.04,40.72353,-73.89967,1462,1008,454,189.0,139.0,0.7354497354497355,917.0,1925.7
Crotona Ave & Crotona Park N,8257.03,40.84234,-73.89409,1462,1148,314,109.0,71.0,0.6513761467889908,857.0,1799.7
Brook Ave & E 148 St,7816.14,40.814383,-73.915368,1461,1168,293,141.0,55.0,0.3900709219858156,844.0,1772.4
Walton Ave & E 176 St,8362.02,40.84833,-73.90971,1458,1242,216,138.0,92.0,0.6666666666666666,870.0,1827.0
Park Pl & Thomas S. Boyland St,3950.03,40.67154,-73.91433,1452,1064,388,126.0,91.0,0.7222222222222222,954.0,2003.4
7 Ave & 62 St,2821.05,40.63556,-74.01298,1452,1142,310,59.0,34.0,0.576271186440678,875.0,1837.5
Sedgwick Ave & W 195 St,8692.04,40.87049,-73.90287,1447,1134,313,201.0,179.0,0.8905472636815921,870.0,1827.0
Grand Ave & W 181 St,8500.01,40.856302,-73.907302,1445,1160,285,95.0,67.0,0.7052631578947368,835.0,1753.5
Metropolitan Ave & Vandervoort Ave,5241.02,40.71429,-73.93323,1442,1131,311,34.0,-19.0,-0.5588235294117647,996.0,2091.6
Marble Hill Ave & W 225 St,8745.01,40.87471,-73.91099,1441,1219,222,93.0,33.0,0.3548387096774194,878.0,1843.8000000000002
E 165 St & Fox St,7966.02,40.82394,-73.894025,1441,1171,270,174.0,15.0,0.08620689655172414,877.0,1841.7
76 St & 21 Ave,7032.02,40.77028,-73.893675,1437,1245,192,255.0,200.0,0.7843137254901961,881.0,1850.1000000000001
Grand Concourse & E 181 St,8456.05,40.85466,-73.9015,1436,1164,272,181.0,137.0,0.7569060773480663,885.0,1858.5
Broadway & Furman Ave,4244.06,40.68139,-73.90756,1434,948,486,74.0,41.0,0.5540540540540541,978.0,2053.8
56 Ave & 92 St,5962.04,40.73649,-73.86995,1434,1052,382,74.0,44.0,0.5945945945945946,802.0,1684.2
Westchester Ave & E 156 St,7891.06,40.817802,-73.905203,1432,1124,308,145.0,86.0,0.593103448275862,848.0,1780.8000000000002
51 St & Queens Blvd,6167.03,40.7429,-73.91395,1423,1188,235,274.0,231.0,0.843065693430657,954.0,2003.4
Hicks St & Montague St,4645.09,40.69512845,-73.99595065,1423,1280,143,292.0,144.0,0.4931506849315068,470.0,987.0
Ditmars Blvd & 76 St,6927.03,40.768442,-73.893531,1420,1222,198,328.0,283.0,0.8628048780487805,924.0,1940.4
E 155 St & Courtlandt Ave,7940.02,40.82057,-73.917579,1407,1224,183,248.0,166.0,0.6693548387096774,807.0,1694.7
W Tremont Ave & Matthewson Rd,8428.04,40.853827,-73.920765,1402,1011,391,201.0,176.0,0.8756218905472637,884.0,1856.4
Amsterdam Ave & W 189 St,8432.11,40.85318758861975,-73.92715752124786,1402,1088,314,191.0,107.0,0.5602094240837696,829.0,1740.9
62 St & 43 Ave,6191.04,40.74261,-73.903,1395,1076,319,170.0,104.0,0.611764705882353,923.0,1938.3000000000002
Crescent Ave & Belmont Ave,8447.07,40.85391,-73.8866,1391,991,400,211.0,146.0,0.6919431279620853,905.0,1900.5
Bronx Shore Comfort Station,7618.01,40.80046,-73.92404,1390,1052,338,28.0,-9.0,-0.32142857142857145,780.0,1638.0
60 St & 37 Ave,6383.06,40.74952,-73.90265,1389,1283,106,177.0,124.0,0.7005649717514124,822.0,1726.2
Bedford Ave & Albemarle Rd,3256.04,40.64796,-73.9556,1383,1009,374,173.0,72.0,0.4161849710982659,851.0,1787.1000000000001
E 167 St & Franklin Ave,8048.01,40.82895,-73.90521,1382,1118,264,201.0,131.0,0.6517412935323383,741.0,1556.1000000000001
St Ann's Ave & Bruckner Blvd,7657.03,40.803399,-73.919763,1381,1014,367,115.0,25.0,0.21739130434782608,910.0,1911.0
Goulden Ave & W 197 St,8707.01,40.87156,-73.89714,1381,1097,284,48.0,13.0,0.2708333333333333,806.0,1692.6000000000001
Soissons Landing,4631.02,40.692566,-74.015936,1378,521,857,68.0,33.0,0.4852941176470588,758.0,1591.8
E 180 St & Prospect Ave,8346.06,40.84696,-73.88663,1373,1131,242,249.0,216.0,0.8674698795180723,858.0,1801.8000000000002
Pacific St & Ralph Ave,4105.01,40.67607,-73.92171,1369,1098,271,209.0,159.0,0.7607655502392344,832.0,1747.2
Judge St & Britton Ave,6207.06,40.74454,-73.88112,1369,1096,273,218.0,199.0,0.9128440366972477,907.0,1904.7
E 138 St & Grand Concourse,7803.08,40.813224,-73.930605,1368,1132,236,118.0,43.0,0.3644067796610169,877.0,1841.7
65 St & Otto Rd,4977.03,40.70389,-73.89116,1367,1014,353,214.0,173.0,0.8084112149532711,928.0,1948.8000000000002
Southern Blvd & E 187 St,8427.05,40.8535,-73.88177,1366,916,450,115.0,27.0,0.23478260869565218,910.0,1911.0
Crotona Pkwy & Elsmere Pl,8252.03,40.84188,-73.8855,1362,1077,285,214.0,154.0,0.719626168224299,868.0,1822.8000000000002
E 141 St & Jackson Ave,7703.14,40.806896,-73.911837,1361,1147,214,241.0,137.0,0.5684647302904564,786.0,1650.6000000000001
Pitkin Ave & Grafton St,3877.04,40.66852,-73.91908,1360,951,409,111.0,28.0,0.25225225225225223,964.0,2024.4
65 Pl & Woodside Ave,6149.02,40.74334,-73.89903,1360,1161,199,185.0,137.0,0.7405405405405405,906.0,1902.6000000000001
Sedgwick Ave & W 231 St,8756.07,40.87512,-73.90126,1357,905,452,225.0,180.0,0.8,812.0,1705.2
N 6 St & Bedford Ave,5379.1,40.71745169,-73.95850939,1355,1154,201,4006.0,-707.0,-0.1764852720918622,14153.0,29721.300000000003
Clay Ave & E 173 St,8281.06,40.843264,-73.904867,1354,1042,312,108.0,75.0,0.6944444444444444,800.0,1680.0
Ogden Ave & W 164 St,8115.01,40.832812,-73.929372,1353,1065,288,331.0,309.0,0.9335347432024169,900.0,1890.0
3 Ave & Wakeman Pl,2883.03,40.638246,-74.024714,1349,964,385,118.0,88.0,0.7457627118644068,745.0,1564.5
Walton Ave & E 183 St,8514.05,40.858472,-73.90266,1348,1143,205,203.0,169.0,0.8325123152709359,886.0,1860.6000000000001
Whitney Ave & Ketcham Pl,6165.06,40.74249,-73.87809,1344,1024,320,137.0,109.0,0.7956204379562044,808.0,1696.8000000000002
Cooper Ave & 65 Pl,4862.07,40.69953,-73.88873,1342,1065,277,369.0,268.0,0.7262872628726287,937.0,1967.7
111 St & 49 Ave,6287.02,40.74612,-73.85272,1338,728,610,129.0,94.0,0.7286821705426356,748.0,1570.8
Park Pl & Buffalo Ave,3999.06,40.67202,-73.92539,1333,964,369,246.0,193.0,0.7845528455284553,893.0,1875.3000000000002
65 St & Broadway,6417.11,40.7493722738996,-73.89738768339157,1333,1114,219,84.0,14.0,0.16666666666666666,915.0,1921.5
Sheridan Ave & E 172 St,8229.04,40.840494,-73.911479,1327,1092,235,226.0,52.0,0.23008849557522124,777.0,1631.7
Frederick Douglass Blvd & Harlem River Dr,8100.01,40.830702,-73.936371,1325,974,351,123.0,96.0,0.7804878048780488,814.0,1709.4
Van Sinderen Ave & Atlantic Ave,4087.01,40.67621,-73.90351,1323,924,399,152.0,119.0,0.7828947368421053,963.0,2022.3000000000002
Botanical Sq & Webster Ave,8646.02,40.86814,-73.88145,1320,1030,290,192.0,110.0,0.5729166666666666,821.0,1724.1000000000001
72 St & Woodside Ave,6141.02,40.74288,-73.89283,1318,1060,258,267.0,240.0,0.898876404494382,960.0,2016.0
Broadway & 49 St,6587.04,40.755389,-73.911517,1318,1150,168,116.0,52.0,0.4482758620689655,832.0,1747.2
60 Ave & Junction Blvd,5878.02,40.73466,-73.86501,1316,1006,310,61.0,36.0,0.5901639344262295,798.0,1675.8000000000002
77 St & 24 Ave,6825.03,40.76428,-73.89156,1311,1045,266,220.0,134.0,0.6090909090909091,860.0,1806.0
49 Ave & 27 St,6119.01,40.74113,-73.942518,1306,1112,194,121.0,-100.0,-0.8264462809917356,944.0,1982.4
Fulton Ave & E 168 St,8084.03,40.830471,-73.904556,1303,1035,268,161.0,76.0,0.4720496894409938,770.0,1617.0
Gerard Ave & E 164 St,8077.07,40.830262,-73.923391,1302,1056,246,110.0,68.0,0.6181818181818182,794.0,1667.4
Marion Ave & Mosholu Pkwy,8699.01,40.8704956,-73.8818756582,1301,946,355,276.0,239.0,0.8659420289855072,860.0,1806.0
37 Ave & 63 St,6340.09,40.74893,-73.89981,1293,1082,211,81.0,55.0,0.6790123456790124,854.0,1793.4
Picnic Point,4374.01,40.68512559515415,-74.02535319328308,1288,570,718,8.0,4.0,0.5,563.0,1182.3
E 188 St & Hughes Ave,8485.01,40.8561,-73.88625,1288,864,424,138.0,72.0,0.5217391304347826,786.0,1650.6000000000001
W 159 St & Edgecombe Ave,8119.05,40.833303,-73.939326,1286,997,289,173.0,141.0,0.815028901734104,853.0,1791.3000000000002
E 160 St & Tinton Ave,7931.05,40.820302,-73.903944,1285,1117,168,244.0,30.0,0.12295081967213115,836.0,1755.6000000000001
Grand Concourse & E 197 St,8667.01,40.86945,-73.89148,1285,1069,216,168.0,153.0,0.9107142857142857,856.0,1797.6000000000001
30 Ave & 70 St,6727.02,40.76013,-73.89741,1281,842,439,159.0,114.0,0.7169811320754716,794.0,1667.4
57 St & 43 Ave,6158.06,40.74324,-73.908,1278,1061,217,274.0,236.0,0.8613138686131386,810.0,1701.0
E 165 St & Jerome Ave,8130.02,40.83263,-73.925101,1277,1004,273,86.0,66.0,0.7674418604651163,692.0,1453.2
62 St & 34 Ave,6460.06,40.75201,-73.89986,1273,1087,186,158.0,86.0,0.5443037974683544,747.0,1568.7
Southern Blvd & Tiffany St,7867.04,40.818185,-73.894143,1272,974,298,132.0,105.0,0.7954545454545454,729.0,1530.9
MacDougal St & Rockaway Ave,4212.01,40.68018,-73.91136,1271,987,284,92.0,72.0,0.782608695652174,884.0,1856.4
Bedford Park Blvd & Paul Ave,8752.01,40.87444,-73.89186,1269,957,312,88.0,22.0,0.25,822.0,1726.2
Ditmars Blvd & 79 St,6994.06,40.768728,-73.890745,1268,1013,255,133.0,106.0,0.7969924812030075,869.0,1824.9
Elmhurst Ave & Forley St,6240.05,40.74615,-73.87763,1267,874,393,148.0,128.0,0.8648648648648649,837.0,1757.7
32 Ave & 77 St,6603.06,40.75727,-73.89024,1267,1048,219,316.0,272.0,0.8607594936708861,871.0,1829.1000000000001
W 218 St & Broadway,8715.06,40.87139,-73.914318,1250,985,265,245.0,131.0,0.5346938775510204,769.0,1614.9
58 St & 32 Ave,6579.03,40.75574,-73.903427,1250,933,317,146.0,73.0,0.5,810.0,1701.0
Seaman Ave & Isham St,8665.02,40.869898661940454,-73.92076313495636,1250,859,391,89.0,58.0,0.651685393258427,702.0,1474.2
W 218 St & Indian Rd,8732.04,40.873054589370895,-73.91837194561958,1248,944,304,254.0,184.0,0.7244094488188977,715.0,1501.5
69 St & 38 Ave,6298.04,40.74694504524519,-73.89650255441666,1247,981,266,40.0,23.0,0.575,871.0,1829.1000000000001
3 Ave & 17 St,3779.02,40.666168,-73.995549,1247,1038,209,125.0,77.0,0.616,780.0,1638.0
Brook Ave & E 141 St,7740.08,40.809619,-73.917875,1242,987,255,135.0,41.0,0.3037037037037037,701.0,1472.1000000000001
Jerome Ave & Ogden Ave,8081.01,40.829797,-73.931015,1240,1022,218,218.0,191.0,0.8761467889908257,813.0,1707.3000000000002
Sterling Pl & Rochester Ave,3925.03,40.67128,-73.92825,1238,831,407,181.0,154.0,0.850828729281768,868.0,1822.8000000000002
Steinway St & 19 Ave,7220.01,40.778089,-73.899558,1238,1062,176,70.0,14.0,0.2,947.0,1988.7
5 Ave & 67 St,2782.02,40.635679,-74.020005,1236,875,361,186.0,167.0,0.8978494623655914,821.0,1724.1000000000001
Rugby Rd & Albemarle Rd,3188.04,40.64672,-73.96637,1233,1034,199,109.0,76.0,0.6972477064220184,725.0,1522.5
Valentine Ave & E 181 St,8435.04,40.854123869116,-73.89932222664356,1232,1038,194,229.0,165.0,0.7205240174672489,843.0,1770.3000000000002
98 St & 41 Ave,6304.04,40.74773,-73.86649,1222,924,298,130.0,102.0,0.7846153846153846,851.0,1787.1000000000001
E 180 St & Monterey Ave,8392.02,40.85025,-73.89301,1219,956,263,152.0,118.0,0.7763157894736842,811.0,1703.1000000000001
E 179 St & Daly Ave,8268.08,40.84335,-73.88247,1213,1038,175,134.0,101.0,0.753731343283582,755.0,1585.5
E 11 St & Broadway,5829.12,40.73261787,-73.99158043,1211,1086,125,122.0,-12.0,-0.09836065573770492,464.0,974.4000000000001
E 182 St & Grand Concourse,8494.07,40.85591,-73.90051,1208,962,246,181.0,150.0,0.8287292817679558,805.0,1690.5
W Tremont Ave & Montgomery Ave,8407.03,40.851788,-73.916418,1207,943,264,205.0,180.0,0.8780487804878049,785.0,1648.5
71 St & 37 Ave,6374.05,40.7488,-73.89451,1205,1037,168,50.0,30.0,0.6,836.0,1755.6000000000001
Sherman Ave & Thayer St,8583.02,40.863124,-73.926994,1204,891,313,116.0,87.0,0.75,741.0,1556.1000000000001
Walton Ave & E 153 St,7945.07,40.822351,-73.926907,1201,967,234,72.0,19.0,0.2638888888888889,771.0,1619.1000000000001
Crotona Ave & E 183 St,8387.03,40.85157,-73.88475,1201,807,394,223.0,188.0,0.8430493273542601,788.0,1654.8000000000002
Amsterdam Ave & W 180 St,8353.02,40.847396,-73.931205,1193,824,369,127.0,99.0,0.7795275590551181,788.0,1654.8000000000002
Webster Ave & E 166 St,8052.01,40.828975,-73.911259,1187,1019,168,174.0,101.0,0.5804597701149425,661.0,1388.1000000000001
111 St & 53 Ave,6171.02,40.74336,-73.85129,1182,625,557,35.0,24.0,0.6857142857142857,757.0,1589.7
Jackson Mill Rd & 93 St,6701.05,40.75874,-73.87535,1180,829,351,177.0,157.0,0.8870056497175142,881.0,1850.1000000000001
Intervale Ave & Westchester Ave,7948.10,40.821967,-73.896752,1178,939,239,62.0,37.0,0.5967741935483871,839.0,1761.9
103 St & 41 Ave,6337.09,40.74875,-73.86285,1177,804,373,58.0,45.0,0.7758620689655172,803.0,1686.3000000000002
55 Ave & 90 St,6005.04,40.73676,-73.87318,1177,880,297,83.0,57.0,0.6867469879518072,753.0,1581.3
21 St & 20 Ave,7363.03,40.78393602019729,-73.91273114065842,1177,1079,98,306.0,240.0,0.7843137254901961,804.0,1688.4
55 St & 7 Ave,2951.05,40.639673,-74.008957,1175,964,211,133.0,105.0,0.7894736842105263,825.0,1732.5
St Marks Ave & Ralph Ave,4031.05,40.67372,-73.92199,1174,887,287,196.0,174.0,0.8877551020408163,866.0,1818.6000000000001
53 Ave & 62 St,5806.01,40.73169,-73.90159,1173,939,234,243.0,230.0,0.9465020576131687,860.0,1806.0
Grand Concourse & E 175 St,8303.06,40.84627592921954,-73.90931278467178,1173,949,224,145.0,97.0,0.6689655172413793,766.0,1608.6000000000001
87 St & Roosevelt Ave,6356.01,40.74825,-73.87936,1170,915,255,94.0,62.0,0.6595744680851063,799.0,1677.9
Tilden Ave & Nostrand Ave,3172.01,40.64683,-73.94933,1168,962,206,123.0,86.0,0.6991869918699187,744.0,1562.4
Buchanan Pl & Grand Ave,8535.01,40.85834,-73.90626,1167,956,211,107.0,85.0,0.794392523364486,730.0,1533.0
Goulden Ave & Bedford Park Blvd,8738.01,40.87387,-73.89533,1166,922,244,15.0,0.0,0.0,798.0,1675.8000000000002
Schermerhorn St & Hoyt St,4479.1,40.6886263,-73.9851911,1165,1019,146,3341.0,-243.0,-0.07273271475606106,5782.0,12142.2
Crotona Pkwy & Bronx Park S,8325.12,40.84784,-73.883,1163,918,245,105.0,63.0,0.6,793.0,1665.3000000000002
95 St & 35 Ave,6465.04,40.75301,-73.87266,1163,831,332,156.0,136.0,0.8717948717948718,780.0,1638.0
Macombs Rd & W 175 St,8344.04,40.848177,-73.916082,1155,954,201,153.0,130.0,0.8496732026143791,746.0,1566.6000000000001
34 St & 48 Ave,6110.01,40.740821207823245,-73.93147185444832,1154,991,163,75.0,0.0,0.0,884.0,1856.4
56 St & 2 Ave,3138.03,40.645705,-74.020292,1153,867,286,90.0,2.0,0.022222222222222223,765.0,1606.5
56 St & Arnold Ave,5289.05,40.71484,-73.909,1152,935,217,245.0,186.0,0.7591836734693878,875.0,1837.5
Jerome Ave & E 164 St,8096.02,40.831444,-73.926226,1152,945,207,89.0,54.0,0.6067415730337079,596.0,1251.6000000000001
E Tremont Ave & E 176 St,8356.02,40.847798,-73.901883,1151,892,259,151.0,107.0,0.7086092715231788,671.0,1409.1000000000001
E 182 St & Belmont Ave,8410.10,40.85089,-73.88793,1150,923,227,263.0,223.0,0.8479087452471483,943.0,1980.3000000000002
Amsterdam Ave & W 82 St,7360.1,40.78524672,-73.97667321,1149,1018,131,4155.0,2652.0,0.6382671480144404,14862.0,31210.2
103 St & Martense Ave,6062.03,40.74046,-73.8565,1149,821,328,150.0,139.0,0.9266666666666666,834.0,1751.4
Grand Concourse & E 205 St,8766.03,40.875531,-73.8863864831,1141,942,199,97.0,71.0,0.7319587628865979,738.0,1549.8
E 167 St & Bryant Ave,8040.03,40.826706,-73.888719,1141,875,266,101.0,25.0,0.24752475247524752,733.0,1539.3
Loring Pl North & W 183 St,8555.05,40.8604244,-73.9093359997,1138,882,256,158.0,144.0,0.9113924050632911,768.0,1612.8000000000002
Willow Ave & E 133 St,7626.02,40.800933,-73.913863,1137,890,247,110.0,43.0,0.39090909090909093,652.0,1369.2
57 St & 4 Ave,3093.07,40.642622,-74.016866,1136,856,280,175.0,57.0,0.32571428571428573,728.0,1528.8
60 Pl & 67 Ave,4985.09,40.70497,-73.89965,1131,908,223,109.0,81.0,0.7431192660550459,813.0,1707.3000000000002
31 Ave & 84 St,6709.01,40.75947,-73.88431,1129,933,196,265.0,250.0,0.9433962264150944,836.0,1755.6000000000001
Fulton St & Williams Ave,4120.02,40.67709,-73.9008,1127,811,316,65.0,37.0,0.5692307692307692,734.0,1541.4
E 181 St & Bathgate Ave,8415.01,40.85198,-73.89438,1127,860,267,147.0,66.0,0.4489795918367347,708.0,1486.8
Pacific St & Rochester Ave,4113.01,40.67639,-73.92748,1125,794,331,104.0,58.0,0.5576923076923077,761.0,1598.1000000000001
Sedgwick Ave & Hillman Ave,8828.02,40.88224,-73.89136,1125,893,232,177.0,104.0,0.5875706214689266,770.0,1617.0
53 St & 5 Ave,3129.08,40.643371,-74.011884,1120,900,220,120.0,103.0,0.8583333333333333,744.0,1562.4
Buffalo Ave & St John's Pl,3885.06,40.67015,-73.92538,1118,760,358,136.0,116.0,0.8529411764705882,729.0,1530.9
Southern Blvd & E 142 St,7719.13,40.807347437082,-73.90809774398804,1116,960,156,94.0,42.0,0.44680851063829785,718.0,1507.8
94 St & 57 Ave,5920.03,40.73628,-73.86752,1111,849,262,56.0,31.0,0.5535714285714286,680.0,1428.0
3 Ave & E 174 St,8241.07,40.84224,-73.8985,1108,951,157,55.0,19.0,0.34545454545454546,713.0,1497.3
E 191 St & Bathgate Ave,8541.04,40.8601,-73.8866,1104,907,197,34.0,7.0,0.20588235294117646,736.0,1545.6000000000001
E 135 St & St Ann's Ave,7687.05,40.805089,-73.918889,1102,813,289,94.0,68.0,0.723404255319149,699.0,1467.9
57 St & 7 Ave,2861.02,40.638566,-74.010147,1090,874,216,118.0,94.0,0.7966101694915254,729.0,1530.9
75 St & Northern Blvd,6527.07,40.75473,-73.8918,1089,935,154,191.0,133.0,0.6963350785340314,733.0,1539.3
Andrew Ave N & Hall of Fame Tce,8520.01,40.85834,-73.91008,1088,820,268,112.0,52.0,0.4642857142857143,689.0,1446.9
E 189 St & Bathgate Ave,8505.08,40.85859,-73.88821,1087,790,297,63.0,10.0,0.15873015873015872,694.0,1457.4
W 192 St & University Ave,8639.01,40.866899,-73.901942,1086,889,197,195.0,139.0,0.7128205128205128,716.0,1503.6000000000001
Amsterdam Ave & W 186 St,8394.15,40.851113,-73.928808,1086,798,288,150.0,131.0,0.8733333333333333,763.0,1602.3
32 Ave & 75 St,6645.06,40.75704,-73.8924,1085,836,249,233.0,174.0,0.7467811158798283,719.0,1509.9
Rogers Pl & E 165 St,7987.14,40.82388366441761,-73.8974027708582,1085,936,149,146.0,30.0,0.2054794520547945,645.0,1354.5
34 St & 5 Ave,3451.01,40.654098,-74.001131,1084,842,242,87.0,-4.0,-0.04597701149425287,581.0,1220.1000000000001
Paul Ave & Mosholu Pkwy,8811.01,40.8802945,-73.8860653648,1080,856,224,116.0,38.0,0.3275862068965517,688.0,1444.8
Eastern Pkwy & St Marks Ave,3982.01,40.67319,-73.91083,1080,802,278,56.0,35.0,0.625,698.0,1465.8
60 St & 60 Rd,5360.02,40.71592232709503,-73.90601366758347,1079,889,190,182.0,136.0,0.7472527472527473,814.0,1709.4
Clay Ave & Claremont Pkwy,8225.05,40.83999,-73.90549,1077,886,191,131.0,58.0,0.44274809160305345,618.0,1297.8
Chester Ave & 12 Ave,3135.04,40.644367,-73.984276,1075,756,319,136.0,90.0,0.6617647058823529,705.0,1480.5
